zone,day,rainfallMm,temperatureC,aqi
Rourkela-Zone1,23,0.0,23.2,167
Rourkela-Zone1,24,22.7,21.4,185
Rourkela-Zone1,25,19.0,23.1,206
Rourkela-Zone1,26,0.0,23.3,178
Rourkela-Zone1,27,2.4,20.0,189
Rourkela-Zone1,28,0.0,19.6,205
Rourkela-Zone1,29,0.9,21.5,218
Rourkela-Zone1,30,5.1,23.1,109
Rourkela-Zone1,31,15.5,21.8,97
Rourkela-Zone1,32,0.0,18.4,90
Rourkela-Zone1,33,4.2,20.1,118
Rourkela-Zone1,34,0.0,21.6,151
Rourkela-Zone1,35,29.1,21.7,101
Rourkela-Zone1,36,0.0,25.9,120
Rourkela-Zone1,37,0.0,19.3,125
Rourkela-Zone1,38,0.6,23.2,119
Rourkela-Zone1,39,1.3,25.3,107
Rourkela-Zone1,40,0.0,27.0,132
Rourkela-Zone1,41,14.3,21.7,112
Rourkela-Zone1,42,0.0,23.6,120
Rourkela-Zone1,43,0.0,23.9,105
Rourkela-Zone1,44,0.0,23.3,140
Rourkela-Zone1,45,0.0,22.8,130
Rourkela-Zone1,46,0.0,24.0,112
Rourkela-Zone1,47,0.0,18.2,135
Rourkela-Zone1,48,0.0,24.7,113
Rourkela-Zone1,49,0.0,23.8,108
Rourkela-Zone1,50,0.0,23.2,109
Rourkela-Zone1,51,3.3,27.9,91
Rourkela-Zone1,52,10.3,22.6,119
Rourkela-Zone1,53,0.0,23.2,93
Rourkela-Zone1,54,0.0,28.2,102
Rourkela-Zone1,55,0.0,22.7,89
Rourkela-Zone1,56,0.0,23.4,119
Rourkela-Zone1,57,0.7,24.3,117
Rourkela-Zone1,58,0.0,26.4,115
Rourkela-Zone1,59,0.0,25.3,104
Rourkela-Zone1,60,0.0,22.5,102
Rourkela-Zone1,61,0.0,24.1,127
Rourkela-Zone1,62,6.4,24.1,107
Rourkela-Zone1,63,21.4,25.4,108
Rourkela-Zone1,64,0.0,26.5,107
Rourkela-Zone1,65,0.0,26.7,123
Rourkela-Zone1,66,8.2,22.4,133
Rourkela-Zone1,67,12.9,28.3,118
Rourkela-Zone1,68,0.0,26.8,114
Rourkela-Zone1,69,0.0,29.2,124
Rourkela-Zone1,70,0.0,27.5,116
Rourkela-Zone1,71,0.0,29.0,120
Rourkela-Zone1,72,0.0,27.9,115
Rourkela-Zone1,73,0.0,29.8,118
Rourkela-Zone1,74,0.0,28.3,123
Rourkela-Zone1,75,0.0,27.3,105
Rourkela-Zone1,76,4.4,32.2,101
Rourkela-Zone1,77,0.0,29.6,99
Rourkela-Zone1,78,0.0,29.1,96
Rourkela-Zone1,79,0.0,25.6,102
Rourkela-Zone1,80,0.0,25.7,122
Rourkela-Zone1,81,21.1,29.0,90
Rourkela-Zone1,82,0.0,28.9,128
Rourkela-Zone1,83,0.0,27.6,121
Rourkela-Zone1,84,1.9,29.3,89
Rourkela-Zone1,85,0.0,32.3,130
Rourkela-Zone1,86,10.8,30.7,124
Rourkela-Zone1,87,0.0,27.2,105
Rourkela-Zone1,88,0.0,29.4,126
Rourkela-Zone1,89,0.0,28.2,107
Rourkela-Zone1,90,0.0,29.2,121
Rourkela-Zone1,91,6.3,29.3,96
Rourkela-Zone1,92,5.1,29.4,89
Rourkela-Zone1,93,0.0,28.0,114
Rourkela-Zone1,94,0.0,30.4,118
Rourkela-Zone1,95,5.6,29.7,110
Rourkela-Zone1,96,13.3,25.2,92
Rourkela-Zone1,97,0.0,35.3,114
Rourkela-Zone1,98,0.0,33.6,124
Rourkela-Zone1,99,0.0,30.8,119
Rourkela-Zone1,100,8.4,31.8,116
Rourkela-Zone1,101,0.0,29.5,110
Rourkela-Zone1,102,0.0,35.4,138
Rourkela-Zone1,103,3.2,36.0,100
Rourkela-Zone1,104,0.0,32.7,127
Rourkela-Zone1,105,0.0,34.6,138
Rourkela-Zone1,106,0.0,33.1,127
Rourkela-Zone1,107,0.0,30.2,117
Rourkela-Zone1,108,0.0,32.2,112
Rourkela-Zone1,109,0.0,33.5,136
Rourkela-Zone1,110,0.0,32.5,99
Rourkela-Zone1,111,0.0,33.1,105
Rourkela-Zone1,112,5.1,33.5,110
Rourkela-Zone1,113,3.4,33.7,136
Rourkela-Zone1,114,0.0,34.1,126
Rourkela-Zone1,115,0.0,32.1,105
Rourkela-Zone1,116,0.0,32.9,115
Rourkela-Zone1,117,0.0,31.9,111
Rourkela-Zone1,118,0.0,36.6,109
Rourkela-Zone1,119,1.1,30.6,134
Rourkela-Zone1,120,0.0,37.2,99
Rourkela-Zone1,121,0.0,37.9,144
Rourkela-Zone1,122,0.0,34.6,132
Rourkela-Zone1,123,1.6,30.2,135
Rourkela-Zone1,124,0.0,34.8,113
Rourkela-Zone1,125,0.2,35.5,118
Rourkela-Zone1,126,0.0,33.8,99
Rourkela-Zone1,127,9.4,34.9,105
Rourkela-Zone1,128,10.1,39.1,119
Rourkela-Zone1,129,0.0,37.6,139
Rourkela-Zone1,130,0.0,34.5,103
Rourkela-Zone1,131,0.0,33.3,115
Rourkela-Zone1,132,0.0,36.0,118
Rourkela-Zone1,133,0.9,36.3,98
Rourkela-Zone1,134,6.0,37.9,124
Rourkela-Zone1,135,0.9,35.9,108
Rourkela-Zone1,136,5.9,38.1,112
Rourkela-Zone1,137,0.0,41.1,113
Rourkela-Zone1,138,0.0,39.0,108
Rourkela-Zone1,139,2.7,37.4,118
Rourkela-Zone1,140,0.0,37.2,117
Rourkela-Zone1,141,0.9,37.0,114
Rourkela-Zone1,142,0.0,40.2,109
Rourkela-Zone1,143,0.0,36.7,125
Rourkela-Zone1,144,31.2,38.1,120
Rourkela-Zone1,145,0.0,38.2,122
Rourkela-Zone1,146,27.7,37.2,113
Rourkela-Zone1,147,22.3,35.6,81
Rourkela-Zone1,148,4.6,39.1,119
Rourkela-Zone1,149,0.6,38.4,103
Rourkela-Zone1,150,0.0,39.6,98
Rourkela-Zone1,151,8.8,37.6,102
Rourkela-Zone1,152,0.0,41.2,138
Rourkela-Zone1,153,0.0,37.1,134
Rourkela-Zone1,154,2.5,42.3,122
Rourkela-Zone1,155,0.0,35.5,97
Rourkela-Zone1,156,0.6,39.9,117
Rourkela-Zone1,157,0.0,40.1,125
Rourkela-Zone1,158,4.1,37.6,119
Rourkela-Zone1,159,13.4,40.1,82
Rourkela-Zone1,160,0.7,41.9,106
Rourkela-Zone1,161,21.3,35.0,102
Rourkela-Zone1,162,9.6,40.5,120
Rourkela-Zone1,163,14.7,34.5,75
Rourkela-Zone1,164,8.0,37.6,111
Rourkela-Zone1,165,14.3,42.9,111
Rourkela-Zone1,166,3.0,38.5,130
Rourkela-Zone1,167,17.2,37.4,117
Rourkela-Zone1,168,4.5,39.3,125
Rourkela-Zone1,169,22.5,43.9,90
Rourkela-Zone1,170,44.1,36.1,56
Rourkela-Zone1,171,8.9,37.7,107
Rourkela-Zone1,172,8.7,42.9,128
Rourkela-Zone1,173,19.0,43.6,126
Rourkela-Zone1,174,10.4,39.7,122
Rourkela-Zone1,175,24.7,37.5,107
Rourkela-Zone1,176,10.2,44.2,118
Rourkela-Zone1,177,11.0,43.2,103
Rourkela-Zone1,178,41.5,41.3,85
Rourkela-Zone1,179,20.1,38.4,129
Rourkela-Zone1,180,26.8,39.9,84
Rourkela-Zone1,181,15.5,39.7,132
Rourkela-Zone1,182,22.0,40.7,98
Rourkela-Zone1,183,20.7,42.9,123
Rourkela-Zone1,184,21.5,41.7,82
Rourkela-Zone1,185,23.8,37.8,110
Rourkela-Zone1,186,22.1,42.7,91
Rourkela-Zone1,187,20.3,40.6,83
Rourkela-Zone1,188,18.9,41.3,108
Rourkela-Zone1,189,28.6,42.8,112
Rourkela-Zone1,190,19.5,37.7,92
Rourkela-Zone1,191,27.4,39.8,76
Rourkela-Zone1,192,20.6,38.8,102
Rourkela-Zone1,193,26.8,36.7,97
Rourkela-Zone1,194,30.5,40.5,104
Rourkela-Zone1,195,22.0,44.7,117
Rourkela-Zone1,196,21.0,36.0,102
Rourkela-Zone1,197,22.1,39.6,130
Rourkela-Zone1,198,28.9,40.9,100
Rourkela-Zone1,199,37.0,39.8,85
Rourkela-Zone1,200,22.7,39.3,78
Rourkela-Zone1,201,33.4,36.8,89
Rourkela-Zone1,202,26.6,39.8,94
Rourkela-Zone1,203,28.8,37.8,111
Rourkela-Zone1,204,45.2,34.9,91
Rourkela-Zone1,205,27.7,41.6,80
Rourkela-Zone1,206,29.9,41.0,99
Rourkela-Zone1,207,25.4,39.1,110
Rourkela-Zone1,208,26.3,39.4,122
Rourkela-Zone1,209,28.4,41.0,111
Rourkela-Zone1,210,26.6,39.2,110
Rourkela-Zone1,211,34.7,40.5,93
Rourkela-Zone1,212,31.5,38.0,101
Rourkela-Zone1,213,33.7,41.2,112
Rourkela-Zone1,214,29.2,39.1,77
Rourkela-Zone1,215,30.8,38.7,90
Rourkela-Zone1,216,37.0,35.7,79
Rourkela-Zone1,217,55.5,38.7,81
Rourkela-Zone1,218,29.3,36.4,115
Rourkela-Zone1,219,46.8,36.7,74
Rourkela-Zone1,220,36.2,36.2,55
Rourkela-Zone1,221,36.2,35.6,85
Rourkela-Zone1,222,35.4,41.9,105
Rourkela-Zone1,223,30.6,40.2,104
Rourkela-Zone1,224,31.0,41.3,102
Rourkela-Zone1,225,37.8,34.8,86
Rourkela-Zone1,226,34.0,37.3,74
Rourkela-Zone1,227,50.7,34.5,87
Rourkela-Zone1,228,35.1,35.5,79
Rourkela-Zone1,229,32.4,35.0,127
Rourkela-Zone1,230,41.3,39.2,96
Rourkela-Zone1,231,34.2,35.8,84
Rourkela-Zone1,232,37.5,38.6,81
Rourkela-Zone1,233,41.2,37.5,86
Rourkela-Zone1,234,50.1,40.8,76
Rourkela-Zone1,235,44.3,33.1,101
Rourkela-Zone1,236,40.9,38.4,90
Rourkela-Zone1,237,41.0,38.0,76
Rourkela-Zone1,238,55.3,33.6,104
Rourkela-Zone1,239,34.8,37.5,93
Rourkela-Zone1,240,32.0,36.0,106
Rourkela-Zone1,241,34.5,34.7,83
Rourkela-Zone1,242,34.0,33.4,98
Rourkela-Zone1,243,40.7,33.4,92
Rourkela-Zone1,244,40.0,38.8,60
Rourkela-Zone1,245,39.1,34.6,119
Rourkela-Zone1,246,32.0,36.0,114
Rourkela-Zone1,247,42.2,32.7,80
Rourkela-Zone1,248,34.9,32.5,76
Rourkela-Zone1,249,40.4,36.1,93
Rourkela-Zone1,250,38.1,31.1,91
Rourkela-Zone1,251,34.8,32.8,97
Rourkela-Zone1,252,32.5,33.5,97
Rourkela-Zone1,253,32.0,33.5,102
Rourkela-Zone1,254,45.3,32.8,105
Rourkela-Zone1,255,50.9,33.8,88
Rourkela-Zone1,256,39.1,34.2,73
Rourkela-Zone1,257,31.4,34.1,115
Rourkela-Zone1,258,34.5,30.5,117
Rourkela-Zone1,259,40.6,31.7,135
Rourkela-Zone1,260,42.0,34.5,70
Rourkela-Zone1,261,30.7,33.8,99
Rourkela-Zone1,262,29.5,29.1,65
Rourkela-Zone1,263,39.2,32.3,97
Rourkela-Zone1,264,32.5,27.5,86
Rourkela-Zone1,265,31.1,31.4,124
Rourkela-Zone1,266,28.5,34.9,86
Rourkela-Zone1,267,34.4,29.0,67
Rourkela-Zone1,268,43.1,29.1,78
Rourkela-Zone1,269,52.8,32.1,48
Rourkela-Zone1,270,33.9,27.3,104
Rourkela-Zone1,271,32.6,29.0,143
Rourkela-Zone1,272,27.2,31.3,179
Rourkela-Zone1,273,32.5,28.6,143
Rourkela-Zone1,274,29.6,29.3,171
Rourkela-Zone1,275,32.9,31.1,198
Rourkela-Zone1,276,29.0,30.2,182
Rourkela-Zone1,277,26.9,29.8,166
Rourkela-Zone1,278,25.1,28.4,179
Rourkela-Zone1,279,26.9,29.6,179
Rourkela-Zone1,280,24.2,28.5,188
Rourkela-Zone1,281,24.6,29.5,160
Rourkela-Zone1,282,57.5,27.4,163
Rourkela-Zone1,283,26.8,27.8,138
Rourkela-Zone1,284,27.7,26.1,168
Rourkela-Zone1,285,37.7,27.8,162
Rourkela-Zone1,286,64.1,26.1,158
Rourkela-Zone1,287,27.2,25.3,179
Rourkela-Zone1,288,33.1,27.9,152
Rourkela-Zone1,289,22.4,27.6,167
Rourkela-Zone1,290,21.6,28.6,186
Rourkela-Zone1,291,22.3,26.0,181
Rourkela-Zone1,292,26.6,27.5,170
Rourkela-Zone1,293,26.3,27.6,172
Rourkela-Zone1,294,19.6,27.3,195
Rourkela-Zone1,295,17.2,24.6,178
Rourkela-Zone1,296,23.5,26.4,180
Rourkela-Zone1,297,16.0,26.6,220
Rourkela-Zone1,298,21.3,25.8,162
Rourkela-Zone1,299,23.3,21.4,154
Rourkela-Zone1,300,22.9,25.8,193
Rourkela-Zone1,301,23.8,29.7,171
Rourkela-Zone1,302,28.5,24.4,172
Rourkela-Zone1,303,17.0,23.5,175
Rourkela-Zone1,304,21.3,25.6,179
Rourkela-Zone1,305,18.0,25.3,210
Rourkela-Zone1,306,11.3,26.9,203
Rourkela-Zone1,307,9.2,21.9,206
Rourkela-Zone1,308,11.1,25.7,170
Rourkela-Zone1,309,12.4,25.3,173
Rourkela-Zone1,310,14.8,23.7,146
Rourkela-Zone1,311,21.6,24.5,171
Rourkela-Zone1,312,7.6,25.8,208
Rourkela-Zone1,313,6.2,25.3,203
Rourkela-Zone1,314,31.0,21.2,172
Rourkela-Zone1,315,4.8,25.0,196
Rourkela-Zone1,316,8.4,23.1,183
Rourkela-Zone1,317,9.6,23.2,195
Rourkela-Zone1,318,8.1,23.1,205
Rourkela-Zone1,319,1.9,22.5,174
Rourkela-Zone1,320,1.0,25.1,204
Rourkela-Zone1,321,0.8,22.4,213
Rourkela-Zone1,322,6.2,20.2,189
Rourkela-Zone1,323,4.8,21.6,207
Rourkela-Zone1,324,0.0,22.6,242
Rourkela-Zone1,325,5.3,24.6,194
Rourkela-Zone1,326,10.2,23.2,198
Rourkela-Zone1,327,0.0,20.2,189
Rourkela-Zone1,328,0.6,26.8,202
Rourkela-Zone1,329,3.8,22.3,204
Rourkela-Zone1,330,0.0,24.2,203
Rourkela-Zone1,331,0.0,21.2,185
Rourkela-Zone1,332,0.0,22.5,203
Rourkela-Zone1,333,10.3,23.0,214
Rourkela-Zone1,334,5.3,23.7,203
Rourkela-Zone1,335,0.0,23.3,214
Rourkela-Zone1,336,2.5,22.9,194
Rourkela-Zone1,337,0.0,20.4,211
Rourkela-Zone1,338,0.2,19.8,204
Rourkela-Zone1,339,0.0,21.6,186
Rourkela-Zone1,340,0.0,22.7,205
Rourkela-Zone1,341,1.7,20.3,184
Rourkela-Zone1,342,0.0,22.8,191
Rourkela-Zone1,343,0.0,23.5,203
Rourkela-Zone1,344,11.4,18.7,195
Rourkela-Zone1,345,0.0,18.8,182
Rourkela-Zone1,346,0.0,20.2,216
Rourkela-Zone1,347,0.0,21.0,209
Rourkela-Zone1,348,3.6,19.3,187
Rourkela-Zone1,349,1.7,23.0,176
Rourkela-Zone1,350,0.0,21.1,198
Rourkela-Zone1,351,1.0,20.3,193
Rourkela-Zone1,352,0.0,17.3,202
Rourkela-Zone1,353,3.3,17.5,192
Rourkela-Zone1,354,0.0,20.7,170
Rourkela-Zone1,355,0.0,15.8,194
Rourkela-Zone1,356,13.8,22.1,184
Rourkela-Zone1,357,0.0,19.8,210
Rourkela-Zone1,358,0.0,26.5,190
Rourkela-Zone1,359,0.0,24.6,225
Rourkela-Zone1,360,19.9,19.7,155
Rourkela-Zone1,361,0.0,19.8,220
Rourkela-Zone1,362,0.0,22.0,197
Rourkela-Zone1,363,0.0,23.4,213
Rourkela-Zone1,364,0.0,16.7,201
Puri-Zone1,0,9.9,19.2,183
Puri-Zone1,1,20.2,18.8,137
Puri-Zone1,2,7.1,21.2,196
Puri-Zone1,3,27.9,19.7,169
Puri-Zone1,4,17.1,22.3,192
Puri-Zone1,5,28.7,20.8,207
Puri-Zone1,6,15.0,18.8,218
Puri-Zone1,7,9.6,20.8,190
Puri-Zone1,8,28.3,18.3,165
Puri-Zone1,9,8.6,22.0,202
Puri-Zone1,10,9.2,17.4,187
Puri-Zone1,11,15.7,22.7,193
Puri-Zone1,12,17.6,20.9,176
Puri-Zone1,13,27.2,20.0,182
Puri-Zone1,14,7.8,21.9,182
Puri-Zone1,15,18.8,21.4,203
Puri-Zone1,16,16.7,23.1,178
Puri-Zone1,17,6.5,23.1,205
Puri-Zone1,18,9.9,21.2,173
Puri-Zone1,19,8.7,18.9,205
Puri-Zone1,20,8.9,19.6,178
Puri-Zone1,21,38.6,20.6,173
Puri-Zone1,22,14.2,23.0,204
Puri-Zone1,23,16.1,19.9,184
Puri-Zone1,24,36.0,20.2,156
Puri-Zone1,25,9.8,24.7,200
Puri-Zone1,26,18.9,20.9,172
Puri-Zone1,27,10.6,19.9,185
Puri-Zone1,28,22.3,22.8,186
Puri-Zone1,29,7.6,21.2,214
Puri-Zone1,30,29.6,18.6,97
Puri-Zone1,31,8.0,23.6,114
Puri-Zone1,32,9.2,20.1,124
Puri-Zone1,33,17.3,21.8,107
Puri-Zone1,34,10.0,21.6,122
Puri-Zone1,35,13.5,22.3,125
Puri-Zone1,36,10.7,17.6,107
Puri-Zone1,37,16.8,21.4,57
Puri-Zone1,38,8.1,24.4,101
Puri-Zone1,39,6.5,24.8,133
Puri-Zone1,40,8.9,20.4,112
Puri-Zone1,41,11.1,24.4,106
Puri-Zone1,42,7.5,21.1,132
Puri-Zone1,43,9.5,22.0,111
Puri-Zone1,44,10.1,22.2,81
Puri-Zone1,45,6.5,23.2,92
Puri-Zone1,46,13.0,25.1,116
Puri-Zone1,47,23.3,23.8,100
Puri-Zone1,48,7.3,23.1,136
Puri-Zone1,49,13.3,25.4,98
Puri-Zone1,50,14.7,22.0,104
Puri-Zone1,51,10.3,23.6,98
Puri-Zone1,52,15.7,25.9,100
Puri-Zone1,53,10.2,25.1,83
Puri-Zone1,54,11.6,23.3,105
Puri-Zone1,55,6.1,21.3,114
Puri-Zone1,56,15.4,25.1,106
Puri-Zone1,57,14.7,21.5,141
Puri-Zone1,58,6.3,24.3,142
Puri-Zone1,59,9.7,27.3,101
Puri-Zone1,60,36.9,26.3,60
Puri-Zone1,61,10.4,21.2,110
Puri-Zone1,62,11.6,25.8,116
Puri-Zone1,63,25.3,24.9,87
Puri-Zone1,64,16.1,23.1,95
Puri-Zone1,65,13.0,26.5,133
Puri-Zone1,66,18.8,25.0,101
Puri-Zone1,67,22.0,25.2,112
Puri-Zone1,68,10.9,26.6,97
Puri-Zone1,69,11.2,25.2,110
Puri-Zone1,70,9.9,26.8,107
Puri-Zone1,71,33.2,25.6,83
Puri-Zone1,72,15.6,25.9,125
Puri-Zone1,73,6.7,29.1,94
Puri-Zone1,74,21.9,29.5,107
Puri-Zone1,75,11.2,24.0,106
Puri-Zone1,76,6.6,29.1,121
Puri-Zone1,77,12.4,30.6,105
Puri-Zone1,78,10.3,31.1,125
Puri-Zone1,79,22.8,29.2,88
Puri-Zone1,80,7.8,26.2,131
Puri-Zone1,81,20.0,29.7,104
Puri-Zone1,82,12.5,26.9,90
Puri-Zone1,83,6.4,28.1,125
Puri-Zone1,84,34.6,29.7,89
Puri-Zone1,85,11.7,27.5,85
Puri-Zone1,86,8.7,27.0,118
Puri-Zone1,87,11.1,30.4,126
Puri-Zone1,88,21.6,33.4,122
Puri-Zone1,89,8.9,32.3,107
Puri-Zone1,90,7.7,31.4,116
Puri-Zone1,91,7.1,32.1,115
Puri-Zone1,92,8.8,31.6,135
Puri-Zone1,93,18.1,31.4,93
Puri-Zone1,94,11.1,32.5,104
Puri-Zone1,95,8.1,28.1,101
Puri-Zone1,96,7.5,31.4,92
Puri-Zone1,97,9.2,31.0,116
Puri-Zone1,98,28.5,31.5,121
Puri-Zone1,99,9.4,30.6,110
Puri-Zone1,100,41.5,32.8,74
Puri-Zone1,101,11.3,30.2,114
Puri-Zone1,102,7.6,31.0,123
Puri-Zone1,103,23.7,30.9,99
Puri-Zone1,104,10.9,34.1,132
Puri-Zone1,105,15.9,32.5,95
Puri-Zone1,106,38.9,31.8,85
Puri-Zone1,107,6.4,32.1,119
Puri-Zone1,108,6.8,33.1,120
Puri-Zone1,109,16.2,36.5,108
Puri-Zone1,110,8.6,30.9,94
Puri-Zone1,111,7.6,34.9,149
Puri-Zone1,112,6.3,34.6,111
Puri-Zone1,113,6.2,32.1,117
Puri-Zone1,114,17.9,36.9,115
Puri-Zone1,115,7.2,35.3,105
Puri-Zone1,116,11.0,33.3,112
Puri-Zone1,117,13.4,30.8,99
Puri-Zone1,118,10.5,35.1,118
Puri-Zone1,119,6.2,34.7,111
Puri-Zone1,120,18.2,32.9,109
Puri-Zone1,121,6.1,33.0,99
Puri-Zone1,122,17.5,37.0,94
Puri-Zone1,123,23.9,31.5,80
Puri-Zone1,124,10.5,36.2,101
Puri-Zone1,125,12.1,35.3,72
Puri-Zone1,126,11.2,36.8,106
Puri-Zone1,127,9.9,35.4,104
Puri-Zone1,128,23.5,36.7,103
Puri-Zone1,129,23.9,34.7,102
Puri-Zone1,130,9.3,36.3,131
Puri-Zone1,131,13.6,37.5,148
Puri-Zone1,132,26.9,36.9,116
Puri-Zone1,133,32.2,37.5,87
Puri-Zone1,134,11.7,35.0,103
Puri-Zone1,135,10.8,35.8,124
Puri-Zone1,136,8.6,36.0,88
Puri-Zone1,137,31.5,36.7,90
Puri-Zone1,138,7.2,40.1,111
Puri-Zone1,139,12.9,36.8,118
Puri-Zone1,140,8.7,35.3,122
Puri-Zone1,141,8.6,38.8,102
Puri-Zone1,142,10.2,40.5,106
Puri-Zone1,143,59.8,35.4,79
Puri-Zone1,144,6.5,42.0,103
Puri-Zone1,145,12.9,38.9,128
Puri-Zone1,146,6.7,40.3,124
Puri-Zone1,147,7.3,41.2,117
Puri-Zone1,148,10.6,40.4,117
Puri-Zone1,149,11.7,38.3,104
Puri-Zone1,150,8.4,41.0,104
Puri-Zone1,151,9.7,39.2,106
Puri-Zone1,152,8.1,40.9,121
Puri-Zone1,153,11.0,41.2,114
Puri-Zone1,154,35.9,36.7,85
Puri-Zone1,155,32.6,40.6,105
Puri-Zone1,156,13.4,38.7,107
Puri-Zone1,157,17.6,39.4,96
Puri-Zone1,158,30.7,39.5,99
Puri-Zone1,159,12.2,39.4,95
Puri-Zone1,160,26.2,42.4,74
Puri-Zone1,161,37.2,36.7,90
Puri-Zone1,162,15.0,36.0,98
Puri-Zone1,163,16.3,35.6,103
Puri-Zone1,164,41.4,41.7,72
Puri-Zone1,165,22.4,38.1,120
Puri-Zone1,166,17.0,39.9,96
Puri-Zone1,167,19.9,39.5,98
Puri-Zone1,168,23.0,38.0,107
Puri-Zone1,169,28.3,41.5,77
Puri-Zone1,170,30.1,39.6,74
Puri-Zone1,171,63.2,39.4,75
Puri-Zone1,172,23.5,40.3,95
Puri-Zone1,173,27.6,41.3,84
Puri-Zone1,174,28.2,38.0,107
Puri-Zone1,175,26.8,41.7,86
Puri-Zone1,176,24.8,42.9,96
Puri-Zone1,177,54.3,37.1,63
Puri-Zone1,178,39.9,40.5,93
Puri-Zone1,179,30.7,39.4,115
Puri-Zone1,180,33.1,41.4,66
Puri-Zone1,181,28.4,37.6,99
Puri-Zone1,182,33.2,43.3,106
Puri-Zone1,183,37.0,36.8,84
Puri-Zone1,184,33.9,39.5,76
Puri-Zone1,185,65.7,40.8,74
Puri-Zone1,186,36.8,38.6,106
Puri-Zone1,187,33.5,38.3,107
Puri-Zone1,188,42.2,40.4,92
Puri-Zone1,189,32.4,40.1,96
Puri-Zone1,190,35.3,39.9,78
Puri-Zone1,191,35.4,41.6,105
Puri-Zone1,192,37.0,39.0,103
Puri-Zone1,193,45.2,40.4,67
Puri-Zone1,194,38.8,38.7,94
Puri-Zone1,195,46.6,38.0,92
Puri-Zone1,196,41.3,39.1,100
Puri-Zone1,197,38.3,38.6,88
Puri-Zone1,198,48.7,38.7,68
Puri-Zone1,199,38.1,41.9,82
Puri-Zone1,200,38.4,39.0,74
Puri-Zone1,201,42.4,38.1,85
Puri-Zone1,202,39.6,39.4,85
Puri-Zone1,203,37.7,39.5,122
Puri-Zone1,204,46.4,36.9,96
Puri-Zone1,205,44.2,38.6,99
Puri-Zone1,206,43.6,38.4,92
Puri-Zone1,207,66.5,38.7,61
Puri-Zone1,208,46.4,40.4,79
Puri-Zone1,209,55.9,39.2,73
Puri-Zone1,210,41.6,41.3,90
Puri-Zone1,211,47.4,38.7,88
Puri-Zone1,212,57.2,42.2,74
Puri-Zone1,213,48.4,37.6,77
Puri-Zone1,214,51.8,36.9,70
Puri-Zone1,215,45.7,39.5,63
Puri-Zone1,216,43.1,41.0,105
Puri-Zone1,217,47.5,35.4,115
Puri-Zone1,218,46.9,37.7,101
Puri-Zone1,219,59.2,36.7,54
Puri-Zone1,220,45.6,38.1,95
Puri-Zone1,221,70.8,37.8,79
Puri-Zone1,222,69.2,40.3,59
Puri-Zone1,223,46.3,37.3,90
Puri-Zone1,224,47.7,40.2,75
Puri-Zone1,225,62.5,36.7,93
Puri-Zone1,226,71.8,39.0,68
Puri-Zone1,227,49.5,37.5,67
Puri-Zone1,228,48.1,40.4,92
Puri-Zone1,229,51.1,33.9,95
Puri-Zone1,230,54.6,34.4,79
Puri-Zone1,231,47.9,40.2,89
Puri-Zone1,232,56.2,35.0,74
Puri-Zone1,233,46.0,34.9,66
Puri-Zone1,234,46.1,34.4,81
Puri-Zone1,235,49.7,38.3,88
Puri-Zone1,236,49.3,33.4,79
Puri-Zone1,237,48.9,35.8,93
Puri-Zone1,238,51.3,35.1,73
Puri-Zone1,239,49.1,37.5,76
Puri-Zone1,240,47.7,34.2,94
Puri-Zone1,241,49.0,36.0,84
Puri-Zone1,242,75.5,32.7,53
Puri-Zone1,243,50.2,39.4,95
Puri-Zone1,244,50.7,34.2,69
Puri-Zone1,245,52.8,34.6,67
Puri-Zone1,246,78.6,37.7,15
Puri-Zone1,247,48.0,33.1,73
Puri-Zone1,248,54.9,37.4,96
Puri-Zone1,249,55.7,33.1,44
Puri-Zone1,250,53.0,35.1,63
Puri-Zone1,251,46.2,32.5,90
Puri-Zone1,252,54.4,30.7,43
Puri-Zone1,253,45.7,34.1,76
Puri-Zone1,254,52.3,34.4,95
Puri-Zone1,255,55.6,30.3,106
Puri-Zone1,256,46.6,32.2,87
Puri-Zone1,257,59.3,35.0,59
Puri-Zone1,258,44.6,33.7,70
Puri-Zone1,259,59.0,31.5,75
Puri-Zone1,260,48.9,30.9,85
Puri-Zone1,261,45.7,35.9,111
Puri-Zone1,262,44.6,28.9,99
Puri-Zone1,263,67.7,31.5,67
Puri-Zone1,264,43.6,28.5,80
Puri-Zone1,265,44.5,33.9,130
Puri-Zone1,266,45.8,31.1,93
Puri-Zone1,267,49.9,31.3,70
Puri-Zone1,268,48.1,36.3,78
Puri-Zone1,269,42.6,29.4,73
Puri-Zone1,270,43.9,33.9,49
Puri-Zone1,271,43.1,29.5,170
Puri-Zone1,272,42.4,29.6,193
Puri-Zone1,273,44.4,35.2,140
Puri-Zone1,274,49.5,29.4,161
Puri-Zone1,275,41.4,26.8,156
Puri-Zone1,276,42.7,30.0,174
Puri-Zone1,277,42.6,28.9,163
Puri-Zone1,278,68.3,29.8,125
Puri-Zone1,279,62.6,28.6,135
Puri-Zone1,280,50.3,33.1,147
Puri-Zone1,281,39.2,29.7,189
Puri-Zone1,282,37.1,26.2,190
Puri-Zone1,283,39.2,28.5,164
Puri-Zone1,284,38.1,26.4,188
Puri-Zone1,285,40.8,27.4,165
Puri-Zone1,286,46.7,25.9,158
Puri-Zone1,287,49.9,31.7,161
Puri-Zone1,288,48.6,26.0,165
Puri-Zone1,289,36.8,28.6,162
Puri-Zone1,290,42.0,26.4,167
